FW_name,temperature_C,lat,lon,ecosystem.type,sampling.start.year,sampling.end.year,study_ID,stability,flux,second.consumption,prim.consumption,biomass,animal.biomass,plant.biomass,S,L,LD,C,generality,vulnerability,MeanTL,MaxTL,sim.sec.cons,sim.prim.cons,sim.total,prim.cons.richness,sec.cons.richness,SC
foodweb5,16.6,52.594845,38.923564,Soils,2013,2013,Russian soils,846.4969335,32590.16717,54.32853856,32535.83863,139.918443,8.050765747,0,71,516,7.267605634,0.102360643,0.020624374,0.013434571,2.801660908,4.050505051,0.767061248,0.542543656,0.785559139,36,46,1
foodweb6,15.3,52.580094,39.000751,Soils,2013,2013,Russian soils,21.68077596,3682.726681,1965.134931,1717.591751,91.41873915,11.82707309,0,69,570,8.260869565,0.119722747,0.021327438,0.012491382,2.801247941,3.945887884,0.741231262,0.529026809,0.774399886,34,45,1
foodweb7,18.5,51.818968,39.393242,Soils,2013,2013,Russian soils,33.90679542,5522.540772,2801.550832,2720.98994,115.9382451,7.740715723,0,71,473,6.661971831,0.093830589,0.021029432,0.014320889,2.743316338,4.08310696,0.756998045,0.536679214,0.773675898,38,44,1
foodweb8,26.5,51.812436,39.389963,Soils,2013,2013,Russian soils,305.7280033,19517.61962,189.9468202,19327.6728,122.4431605,8.921002478,0,78,793,10.16666667,0.13034188,0.018552737,0.010735715,2.934940549,4.114313237,0.744209654,0.579565923,0.788137783,34,57,1
foodweb9,23.1,56.647912,37.443685,Soils,2013,2013,Russian soils,373.7181102,9773.841534,43.08344656,9730.758087,44.32312175,3.051560601,0,86,972,11.30232558,0.13142239,0.015658446,0.010892519,2.800256045,3.954252436,0.754736945,0.649807703,0.773841718,53,56,1
foodweb10,22,56.521919,37.62822,Soils,2013,2013,Russian soils,111.3231221,6283.814439,23.39920975,6260.415229,97.32711199,0.91717462,0,76,618,8.131578947,0.10699446,0.01901845,0.01082198,2.933702884,4.004746823,0.708458911,0.601139479,0.785304599,29,55,1
foodweb11,22,56.155257,32.817537,Soils,2013,2013,Russian soils,118.9584585,9338.045,26.2073996,9311.837601,112.5569418,1.565245342,0,92,1027,11.16304348,0.121337429,0.016166997,0.009112827,2.924416592,4.012414352,0.714343466,0.550104796,0.778528386,37,66,1
foodweb12,26.1,56.140112,32.718251,Soils,2013,2013,Russian soils,284.0281802,7101.278642,36.33813602,7064.940506,45.08903605,1.567917581,0,79,567,7.17721519,0.090850825,0.020642745,0.011013235,2.786596232,3.894851081,0.746681346,0.421167796,0.788240461,30,52,1
foodweb13,19.3,61.99292,34.17444,Soils,2013,2013,Russian soils,522.8199585,6052.779527,40.22490457,6012.554623,43.26096089,3.804709707,0,78,649,8.320512821,0.106673241,0.019828134,0.010834295,2.88091684,4.090972222,0.669187179,0.636936727,0.755289538,35,56,1
foodweb14,13.7,61.85056,34.41325,Soils,2013,2013,Russian soils,59.20935913,5896.262488,2934.019091,2962.243398,78.89104753,1.221565541,0,81,894,11.03703704,0.136259717,0.015489691,0.011133048,3.121278613,4.207653068,0.742180507,0.597417692,0.791639778,32,64,1
foodweb15,14.6,60.33975,33.13269,Soils,2013,2013,Russian soils,86.15948517,6034.450903,21.0932805,6013.357622,124.5205227,0.683111337,0,60,428,7.133333333,0.118888889,0.02035263,0.016144274,3.058657871,4.080363625,0.710120044,0.567595993,0.772215161,20,47,0.9999
foodweb16,20.2,60.32878,33.14875,Soils,2013,2013,Russian soils,55.31980603,3591.819178,25.35452652,3566.464651,112.9175876,0.860238419,0,63,541,8.587301587,0.136306374,0.02049102,0.014484841,3.073348657,4.157070926,0.722128717,0.64285226,0.777401586,29,49,0.9997
foodweb17,10.6,66.82928,34.0389,Soils,2013,2013,Russian soils,14.40599694,1134.164792,9.582135757,1124.582656,123.7197098,0.439277465,0,58,465,8.017241379,0.1382283,0.024801182,0.012798997,2.933187719,3.995901206,0.678533273,0.425259259,0.756879384,15,44,0.9997
foodweb18,16.1,66.79567,34.18753,Soils,2013,2013,Russian soils,17.65865866,1680.057117,17.80960092,1662.247516,157.5713873,0.316288176,0,55,402,7.309090909,0.132892562,0.024861212,0.013857379,3.002760975,4.142353404,0.705880694,0.465222222,0.776423476,15,42,0.9997
foodweb19,14.9,66.78124,34.19601,Soils,2013,2013,Russian soils,15.69887053,1519.091369,17.57532677,1501.516042,115.1646264,0.664783314,0,51,314,6.156862745,0.120722799,0.026426387,0.01619354,2.866396533,3.942533023,0.680857914,0.492071942,0.764688697,17,37,0.9998
foodweb20,11.5,67.07881,33.17981,Soils,2013,2013,Russian soils,39.38101392,4067.184165,1.614006354,4065.570159,134.5090826,0.339193723,0,62,362,5.838709677,0.094172737,0.025560011,0.015049159,2.854991069,3.996257744,0.633756833,0.480347695,0.736395626,21,45,0.9999
IS1,22.7,64.05396,-21.30484,Streams,2008,2008,Hengill valley,54.65318614,972.24117,97.55933742,874.6818326,65.55458247,21.85152749,35.29862133,39,276,7.076923077,0.181459566,0.039710791,0.056170224,1.399800913,3,0.532467556,0.398379174,0.442112789,10,6,1
IS3,23.7,64.05635,-21.30434,Streams,2008,2008,Hengill valley,77.28815875,1407.413313,89.34786029,1318.065453,64.30925656,24.33323221,31.28558427,37,272,7.351351351,0.198685172,0.038463765,0.057757681,1.47190022,3.192930956,0.35358292,0.516006169,0.418372662,10,9,1
IS4,12.7,64.05656,-21.30342,Streams,2008,2008,Hengill valley,110.8474801,69.44162591,0.904257892,68.53736802,2.887719987,1.07450046,1.477438133,43,376,8.744186047,0.203353164,0.033851319,0.050392933,1.420352861,3.02484508,0.376922922,0.413810112,0.405847173,11,8,1
IS5,21.3,64.05562,-21.30656,Streams,2008,2008,Hengill valley,85.40266689,1023.760313,77.19899285,946.5613202,55.15146388,20.38206274,28.77467681,46,350,7.608695652,0.165406427,0.033787267,0.058003659,1.404357417,2.889579756,0.557164227,0.609329713,0.526423843,11,8,1
IS6,21,64.05669,-21.30681,Streams,2008,2008,Hengill valley,105.0097127,1222.648076,19.99144109,1202.656635,44.74744424,14.91581475,24.09477767,39,303,7.769230769,0.199211045,0.039251088,0.06103785,1.411740938,2.938879006,0.364323405,0.416749071,0.384734009,10,6,1
IS7,8.2,64.05738,-21.30846,Streams,2008,2008,Hengill valley,114.4661412,66.6988398,0.342997374,66.35584242,2.977063849,1.452226268,1.161781014,41,381,9.292682927,0.226650803,0.028985957,0.047461896,1.52098536,3.004570251,0.339101841,0.392990212,0.403746108,16,9,1
IS8,24.6,64.05745,-21.30865,Streams,2008,2008,Hengill valley,111.010825,1614.598481,18.09703544,1596.501446,51.73210164,17.73672056,26.60508084,35,212,6.057142857,0.173061224,0.047307552,0.076312132,1.38547804,2.926563199,0.442105263,0.483614557,0.483614557,12,4,1
IS9,18.1,64.05782,-21.30895,Streams,2008,2008,Hengill valley,78.11657519,462.4540622,0.089668339,462.3643939,24.26750034,8.28646353,13.02158555,41,352,8.585365854,0.209399167,0.035550976,0.053057385,1.343252864,2.037460128,0.2963981,0.350082165,0.288600244,9,7,1
IS10,5.1,64.05831,-21.31198,Streams,2008,2008,Hengill valley,46.55394591,32.0453332,0.572243049,31.47309015,2.433802814,1.014084506,1.081690139,36,309,8.583333333,0.238425926,0.035234339,0.062658933,1.45599572,3.01010001,0.314083002,0.21710995,0.279803856,10,7,1
IS11,12.8,64.05881,-21.31338,Streams,2008,2008,Hengill valley,151.0516955,74.42959797,0.734153436,73.69544453,3.129907132,1.266867173,1.490431968,42,321,7.642857143,0.181972789,0.035664607,0.068116488,1.436630209,3.006135478,0.409778833,0.508490003,0.535742332,15,7,1
IS12,15.5,64.04801,-21.28706,Streams,2008,2008,Hengill valley,29.69045963,300.6878235,29.42702205,271.2608014,40.43841032,14.4422894,21.18202446,42,355,8.452380952,0.201247166,0.03364904,0.05147694,1.391525016,2.802022015,0.36740222,0.464932648,0.351758506,9,10,1
IS13,6.1,64.053609,-21.304031,Streams,2008,2008,Hengill valley,80.02452233,70.98672546,0.875821265,70.1109042,3.488997881,1.560867473,1.469051739,38,320,8.421052632,0.221606648,0.032521689,0.050414697,1.479470372,3,0.403143668,0.456974316,0.344855241,7,6,1
IS14,9.7,64.06031,-21.31896,Streams,2008,2008,Hengill valley,71.13678163,65.00636242,0.442170961,64.56419146,3.630425217,1.361409456,1.815212608,40,344,8.6,0.215,0.034344117,0.046629827,1.417195913,3.00004658,0.388866625,0.377610182,0.362567864,8,10,1
IS16,14.5,64.056653,-21.304931,Streams,2008,2008,Hengill valley,50.9823972,92.5481879,4.591322392,87.95686551,7.823360225,3.200465547,3.733876471,44,417,9.477272727,0.215392562,0.029019891,0.038122124,1.464746248,3.029131655,0.489570707,0.349502091,0.391177354,12,9,1
Afon Berwyn,10.07,52.21996,-3.91286,Streams,2012,2012,UK chalk streams,517.5175848,90.08785641,20.42121122,69.66664519,2.522153678,1.016390288,1.43047522,67,698,10.41791045,0.155491201,0.02259489,0.024877497,1.557719031,3.903009797,0.717655595,0.4766816,0.61761743,13,16,1
Afon Bidno,8.95,52.42676,-3.65294,Streams,2012,2012,UK chalk streams,454.5522227,12.13796833,6.639714493,5.498253838,0.100138961,0.042483195,0.051586737,33,171,5.181818182,0.157024793,0.04162059,0.03660013,1.663390421,4.326755974,0.3401221,0.366651348,0.656141081,8,5,1
Afon Ceirw,8.53,52.8442,-3.83023,Streams,2012,2012,UK chalk streams,285.9214767,30.42766191,5.616370279,24.81129163,1.247660523,0.637103246,0.55746534,47,388,8.255319149,0.175645088,0.024967622,0.034048564,1.580872099,3.077624036,0.66935512,0.506011537,0.586943723,16,11,1
Afon Dulais,10.16,52.04286,-3.89807,Streams,2012,2012,UK chalk streams,762.091018,37.85834539,5.947582831,31.91076256,0.797218382,0.442899101,0.318887353,45,390,8.666666667,0.192592593,0.023778509,0.033566076,1.678545857,3.125607508,0.648118496,0.438148885,0.569773327,16,15,1
Afon Gain,8.53,52.88488,-3.85156,Streams,2012,2012,UK chalk streams,453.4739682,29.75410085,4.69474832,25.05935253,0.616807044,0.379573566,0.205602348,39,284,7.282051282,0.186719264,0.027117955,0.027973695,1.762249254,3.266669267,0.636086779,0.617285796,0.676210133,16,12,1
Afon Gwy 2005,6.53,52.4535,-3.7308,Streams,2005,2005,UK chalk streams,359.3126621,25.55167822,4.530575232,21.02110298,0.571444992,0.322990648,0.198763476,23,109,4.739130435,0.206049149,0.045638892,0.045286946,1.668983849,3.060803681,0.476529365,0.525206705,0.614129034,11,5,1
Afon Gwy 2012,8.53,52.45369,-3.73165,Streams,2012,2012,UK chalk streams,891.9346949,22.83803439,2.932113523,19.90592087,0.48470159,0.258507514,0.193880636,30,158,5.266666667,0.175555556,0.03697705,0.042720825,1.731385343,3.721051566,0.492903239,0.385038829,0.645542974,9,6,1
Afon Hafren 2005,6.5,52.4737,-3.70214,Streams,2005,2005,UK chalk streams,939.0568601,32.07850782,4.289594109,27.78891371,0.533145667,0.301343203,0.185441971,23,103,4.47826087,0.194706994,0.043504519,0.056560316,1.704531528,3.069460963,0.483035714,0.321417883,0.554197939,9,4,1
Afon Hafren 2012,6,52.47543,-3.70509,Streams,2012,2012,UK chalk streams,281.102938,32.01113774,3.329096821,28.68204092,0.971352183,0.55505839,0.360787954,35,220,6.285714286,0.179591837,0.029324999,0.031675762,1.72803123,3.090630469,0.591624077,0.664269117,0.704817346,15,12,1
Afon Marteg,9.68,52.33123,-3.53764,Streams,2012,2012,UK chalk streams,1.84146557,111.2798223,58.23351763,53.04630465,311.9751341,179.5387024,115.8818777,47,461,9.808510638,0.208691716,0.020477351,0.021106794,1.963545736,5.39818307,0.646410064,0.543318943,0.63305661,24,15,1
Allt a_Mharcaidh,6.3,57.11777,-3.84959,Streams,2005,2005,UK chalk streams,337.6043752,61.11294933,4.557396431,56.5555529,1.60611099,0.998393318,0.520900862,37,266,7.189189189,0.194302411,0.025153935,0.035205061,1.756689797,3.053714693,0.676094393,0.449711219,0.589263871,19,10,1
Allt na Coire nan Con,6.46,56.75857,-5.61101,Streams,2005,2005,UK chalk streams,313.3906089,3.850405733,0.465710115,3.384695618,0.071331141,0.040760652,0.023777047,21,80,3.80952381,0.181405896,0.051176632,0.080333201,1.682488963,3.272520371,0.603823954,0.552239687,0.608039067,8,5,1
Beagh_s Burn,6.33,55.10064,-6.16208,Streams,2005,2005,UK chalk streams,51.10112366,12.70177066,1.604268593,11.09750207,1.628798466,0.523542364,0.988913355,28,108,3.857142857,0.137755102,0.062328069,0.092585359,1.395033543,3.000042386,0.560655072,0.534798348,0.597676224,5,5,1
Broadstone Stream,13.3,51.08178,0.05307,Streams,2005,2005,UK chalk streams,522.4993097,66.62441265,23.52967489,43.09473776,0.673668314,0.481191653,0.128317774,21,91,4.333333333,0.206349206,0.046665574,0.050197458,1.921856662,3.596312143,0.46748399,0.646033487,0.646033487,13,7,1
D6,9.8,54.40691,-3.15125,Streams,2005,2005,UK chalk streams,454.1098742,17.74221172,4.492045408,13.25016631,0.192856788,0.115714073,0.057857036,20,80,4,0.2,0.046240219,0.048068764,1.891388256,3.765609179,0.55022823,0.606186869,0.666148088,8,7,1
Dargall Lane,4.96,55.07752,-4.4298,Streams,2005,2005,UK chalk streams,49.01121869,14.6900629,3.342492566,11.34757033,1.036690795,0.59239474,0.345563598,21,80,3.80952381,0.181405896,0.050252339,0.078160674,1.669024791,3.012597602,0.610025915,0.593209877,0.595795619,6,7,1
Duddon Pike Beck,9.8,54.40501,-3.17022,Streams,2005,2005,UK chalk streams,425.1947295,85.12907952,15.00389278,70.12518674,1.365370679,0.827497381,0.45512356,33,180,5.454545455,0.165289256,0.030145318,0.043653478,1.924133598,3.879620039,0.665375852,0.553673336,0.664506563,12,11,1
G1,9.16,52.10348,-3.84368,Streams,2012,2012,UK chalk streams,820.263998,19.21874433,2.091301676,17.12744266,0.305519648,0.189422182,0.10387668,50,558,11.16,0.2232,0.01912893,0.027707294,1.770527826,3.647115757,0.550337814,0.545587206,0.532467801,13,24,1
G2,9.16,52.10269,-3.85487,Streams,2012,2012,UK chalk streams,866.1786261,31.25492119,2.78173971,28.47318148,0.537664621,0.337358193,0.17922154,51,575,11.2745098,0.22106882,0.018757079,0.022033699,1.760375799,3.179116988,0.646828072,0.462744637,0.598275955,24,16,1
Hardknott Gill,9.8,54.40401,-3.17251,Streams,2005,2005,UK chalk streams,556.4891251,55.77612996,6.024460676,49.75166928,1.070640092,0.705649152,0.316325482,44,376,8.545454545,0.194214876,0.021249167,0.03171082,1.802469278,3.242390386,0.612194617,0.537187537,0.603504052,17,13,1
L3,10.16,52.14271,-3.73477,Streams,2012,2012,UK chalk streams,1018.337671,2.999182871,0.342924348,2.656258523,0.037873788,0.01839584,0.017313732,35,245,7,0.2,0.032351549,0.034418607,1.557475371,3.395801522,0.540609434,0.590020181,0.564575158,6,7,1
L6,10.16,52.13286,-3.7233,Streams,2012,2012,UK chalk streams,556.177925,10.9963176,0.405951306,10.59036629,0.165768965,0.10046604,0.055256322,33,238,7.212121212,0.218549128,0.027123581,0.035674945,1.74500891,3.483792617,0.59815099,0.412615771,0.533845882,16,8,1
L7,10.16,52.12941,-3.72769,Streams,2012,2012,UK chalk streams,721.8429084,25.90260852,0.989193342,24.91341518,0.4370484,0.251070357,0.167380238,47,452,9.617021277,0.204617474,0.020720973,0.04184435,1.679251986,3.282098845,0.637969249,0.35272328,0.488274827,19,11,1
L8,10.16,52.1264,-3.74978,Streams,2012,2012,UK chalk streams,868.1241212,2.586064698,0.242633242,2.343431457,0.037440997,0.018116611,0.016908837,31,190,6.129032258,0.197710718,0.036885737,0.042367616,1.607025109,3.376520053,0.419434732,0.355569741,0.512629297,9,4,1
Lone Oak,10.67,51.07648,0.103316,Streams,2005,2005,UK chalk streams,616.9277023,48.1237995,7.390910888,40.73288861,0.668946996,0.37163722,0.222982332,18,52,2.888888889,0.160493827,0.069145526,0.06681531,1.583788979,3.233784683,0.286419753,0.632186949,0.617323909,6,3,1
Mill Stream,9.1,50.67748,-2.18273,Streams,2005,2005,UK chalk streams,699.5837074,198.6066537,7.657612502,190.9490411,5.527315384,3.343684615,2.047153846,81,1512,18.66666667,0.230452675,0.012347992,0.01448919,1.734142612,3.344502383,0.650270776,0.419256968,0.488882938,28,25,1
Mosedale Beck,9.8,54.40799,-3.14464,Streams,2005,2005,UK chalk streams,79.76473012,21.34680362,4.315455695,17.03134793,1.116134871,0.584642075,0.425194236,21,86,4.095238095,0.195011338,0.051070843,0.074670996,1.729856752,3.780947151,0.499609659,0.464964896,0.613544952,8,6,1
Nant Clywedog Uchaf,10.25,52.14532,-3.98294,Streams,2012,2012,UK chalk streams,829.2090777,155.8007921,31.54144047,124.2593516,3.617420232,2.388862417,1.092051391,53,554,10.45283019,0.197223211,0.017089693,0.026450775,1.786687154,3.547537257,0.681968851,0.451087195,0.57323729,28,18,1
Nant Gelli Gethin,9.53,52.6479,-3.40716,Streams,2012,2012,UK chalk streams,607.535916,76.97258877,7.989785502,68.98280327,1.582298563,1.025563883,0.498131029,54,589,10.90740741,0.201989026,0.017084168,0.023619751,1.804270739,3.66442918,0.643583451,0.453075353,0.543179842,24,20,1
Nant Gwryd,10.57,53.09602,-3.94247,Streams,2012,2012,UK chalk streams,300.394217,4.771871687,0.234896368,4.536975318,0.120827235,0.049086064,0.064189468,32,195,6.09375,0.190429688,0.041342026,0.059914469,1.479239251,3.321921675,0.518518519,0.199396878,0.419037265,9,3,1
Nant Pen y Cwm,9.53,52.6422,-3.40737,Streams,2012,2012,UK chalk streams,459.0874247,36.7685928,4.943005159,31.82558764,0.975931025,0.532326014,0.408116611,55,551,10.01818182,0.18214876,0.020596789,0.025855321,1.694270389,3.539970301,0.666323794,0.621909912,0.622507914,16,13,1
Narrator Brook,8.16,50.50447,-4.01961,Streams,2005,2005,UK chalk streams,510.9868285,53.02419637,7.944769707,45.07942666,1.441898696,0.992782709,0.40184062,61,702,11.50819672,0.188658963,0.013863902,0.024386298,1.872681306,3.848895384,0.686888735,0.522702656,0.586267425,28,20,1
Old Lodge,13.47,51.04404,0.07723,Streams,2005,2005,UK chalk streams,278.5008602,81.80636204,8.866165319,72.94019672,1.973693522,0.845868652,0.939854058,21,74,3.523809524,0.167800454,0.061870504,0.068601403,1.592106229,3.183959541,0.31547619,0.426943427,0.622439289,6,4,1
River Bure,8.9,52.82422,1.20137,Streams,2011,2011,UK chalk streams,779.658511,188.630306,11.32363225,177.3066738,3.83291416,2.555276107,1.161489139,66,1023,15.5,0.234848485,0.012783557,0.023417324,1.786462851,3.200162003,0.519093232,0.287297503,0.423769173,38,23,1
River Duddon,9.8,54.40515,-3.16112,Streams,2005,2005,UK chalk streams,123.2736111,10.69373094,2.281963983,8.41176696,0.346544073,0.164152456,0.145913294,19,52,2.736842105,0.144044321,0.067791941,0.072268121,1.80602117,3.93274343,0.487968254,0.507575758,0.702478043,3,5,1
River Etherow,8.63,53.49273,-1.82514,Streams,2005,2005,UK chalk streams,641.2993462,30.52480116,2.641091159,27.88371,0.519835979,0.302230221,0.193427341,43,348,8.093023256,0.188209843,0.024073123,0.043385036,1.594627775,3.009839341,0.622686703,0.682501793,0.515985852,11,8,1
River Fiddich,13,57.44091616,-3.111135813,Streams,2009,2009,UK chalk streams,1049.835137,111.230176,11.67897279,99.55120325,1.710661029,0.944693404,0.714903116,67,1001,14.94029851,0.22298953,0.014874496,0.018810861,1.650972688,3.476084013,0.652693053,0.406353502,0.482299662,25,17,1
River Loddon,13.53,51.29222,-1.01787,Streams,2011,2011,UK chalk streams,1258.217411,1432.792384,61.15366508,1371.638719,19.66079025,12.83412697,6.280530219,72,1177,16.34722222,0.227044753,0.013010068,0.016529068,1.811120123,3.11918828,0.645265997,0.294260353,0.476663478,31,23,1
River Lyde,11.4,51.28754,-1.00226,Streams,2011,2011,UK chalk streams,1369.409537,991.5814792,57.96460618,933.6168731,12.47226437,8.542646831,3.587911669,73,1157,15.84931507,0.217113905,0.012369646,0.019814834,1.959840338,3.719409706,0.605659544,0.405118744,0.548146477,38,26,1
River Test,12.28,51.13945,-1.47351,Streams,2011,2011,UK chalk streams,1835.530853,595.4339178,89.03835918,506.3955586,6.158055739,4.478585992,1.539513935,88,1617,18.375,0.208806818,0.010026085,0.010997616,1.991286275,3.400877334,0.674423337,0.520871631,0.573430057,34,35,1
River Wensum,9.12,52.77651,0.95006,Streams,2011,2011,UK chalk streams,1121.378491,851.1869445,80.67602471,770.5109198,13.91398733,9.79132442,3.779107671,81,1421,17.54320988,0.216582838,0.010385708,0.014134688,1.887153194,3.223058281,0.575903407,0.399311968,0.496412381,30,43,1
Upper Duhonw,10.61,52.12884,-3.39794,Streams,2012,2012,UK chalk streams,451.4548299,271.9110593,99.93207338,171.9789859,5.632606105,3.723248103,1.718422201,59,725,12.28813559,0.208273485,0.01587406,0.022947059,1.856135369,4.260888251,0.636760735,0.446725673,0.571702596,28,22,1
Upper Llugwy,8.53,53.11242,-3.9173,Streams,2012,2012,UK chalk streams,654.9193656,21.52508157,3.238555758,18.28652581,0.533714894,0.307912439,0.205274959,52,523,10.05769231,0.19341716,0.020437571,0.028340044,1.703252342,3.564267488,0.655581329,0.539485373,0.613987877,20,16,1
Wrynose Pass Beck,9.8,54.41411,-3.12022,Streams,2005,2005,UK chalk streams,647.4126451,121.9469265,64.79979977,57.14712669,0.628173396,0.38139099,0.201912877,28,146,5.214285714,0.18622449,0.033313371,0.061020729,1.965354052,4.753073215,0.565166492,0.516116742,0.613216821,14,9,1
revetment,15.21,51.883449,12.310602,Streams,2011,2012,Elbe,0.024454654,7470.024396,1358.963404,6111.060992,268421872.2,28833821.72,230000201,28,135,4.821428571,0.172193878,0.032883944,0.044901788,2.06647921,3.222755443,0.691921182,0.076258758,0.399139128,19,7,1
rip rap,15.17,51.884135,12.307092,Streams,2011,2012,Elbe,0.232524647,1729.850354,0.379987062,1729.470367,34221.55763,29229.68328,2354.437175,15,54,3.6,0.24,0.06291626,0.085666915,1.752946992,2.294204875,0,0.118063754,0.118063754,11,1,1
wing dike,14.84,51.874583,12.277325,Streams,2011,2012,Elbe,5.15E-06,838.2744917,68.36899577,769.9054959,287510655.9,28759228.34,244375532.8,20,81,4.05,0.2025,0.044327874,0.063770635,1.94127942,3.182699783,0.475090777,0.099489796,0.295999285,14,3,1
Sum53,15.71,35.06136111,-83.45438889,Streams,1994,1994,Hall et al,6.692712489,595.8186983,9.284483765,557.9199734,1273.625,1018.9,42.45416667,30,123,4.1,0.136666667,0.026782077,0.047133683,2.012613481,3.283542987,0.525757702,0.488323085,0.519657833,23,7,1
Win53,10.12,35.06136111,-83.45438889,Streams,1994,1994,Hall et al,6.429216085,444.1274314,2.83512907,423.8756406,1150.892308,935.1,35.96538462,32,116,3.625,0.11328125,0.029842869,0.040832854,2.089572872,3.450154655,0.591739262,0.559837369,0.633157121,23,9,1
Sum55,15.89,35.06136111,-83.45438889,Streams,1994,1994,Hall et al,4.539842021,127.1903918,1.366429051,121.5958334,405.5142857,315.4,15.01904762,27,108,4,0.148148148,0.029504722,0.049928724,1.97059103,3.223769244,0.591953689,0.508106087,0.524718992,18,6,0.9998
Win55,10.12,35.06136111,-83.45438889,Streams,1994,1994,Hall et al,3.652223952,114.6809312,0.943357515,109.9309204,430.0957143,330.8428571,16.54214286,26,76,2.923076923,0.112426036,0.030445236,0.057163211,2.044094425,3.58240613,0.65542598,0.489127808,0.608325397,17,7,0.9998
morup,11.9,41.3303954,0.8822466,Streams,2012,2012,Montsant,0.762778756,397.6830337,25.5692,330.5180122,5644.984064,2730.911853,423.3738048,40,167,4.175,0.104375,0.018187237,0.041283807,2.104964047,3.053980775,0.697260237,0.451937029,0.654139802,18,14,0.9976
mordown1,13.7,41.296295,0.775059,Streams,2012,2012,Montsant,0.114656104,1273.822091,8.479370342,1171.520982,74008.54144,2390.446069,5286.324388,42,170,4.047619048,0.096371882,0.017379725,0.040753151,2.047264,3.11742425,0.76742069,0.493104227,0.664965569,24,13,0.9986
mordown2,13.4,41.288889,0.759722,Streams,2012,2012,Montsant,0.244024979,1908.37457,52.62004804,1791.664358,93405.26315,1676.480802,4916.066481,57,283,4.964912281,0.087103724,0.021127299,0.02936695,2.164473696,4.153785979,0.762419072,0.544623686,0.698037667,36,19,0.9966
mordown3,13.1,41.249028,0.711483,Streams,2012,2012,Montsant,1.176916564,2805.271074,859.6069877,1945.664085,48632.51224,3354.011727,2917.950734,50,262,5.24,0.1048,0.014313574,0.035121954,3.628250697,5.214712546,0.640761277,0.562663662,0.640761277,32,43,0.9993
S1,23,-25.04,-48.06,Streams,2019,2019,Cananeia,1.842875245,717.5208547,90.07779165,582.5083421,5161.064536,0,125.8796228,41,170,4.146341463,0.10113028,0.032099569,0.031032293,2.218027964,3.07708008,0.667138368,0.613148854,0.660020559,34,15,0.9536
S6,23,-25.02,-48.01,Streams,2019,2019,Cananeia,8.031108387,420.5629467,16.12066712,370.0659668,1624.107163,0,42.73966217,38,128,3.368421053,0.088642659,0.033116805,0.039514376,2.253715225,3.295446049,0.66722796,0.604143718,0.682726067,29,15,0.9891
S8,23,-24.95,-47.98,Streams,2019,2019,Cananeia,1.911464873,223.8531863,33.65977819,183.8462964,1182.420925,0,42.22931874,28,72,2.571428571,0.091836735,0.046208029,0.060642693,2.188463861,3.399996845,0.61636465,0.512296537,0.620561831,20,11,0.9788
S8B,23,-24.95,-47.98,Streams,2019,2019,Cananeia,3.632336076,156.8093665,9.265456734,134.2503019,773.6667335,0,27.63095477,28,78,2.785714286,0.099489796,0.050124294,0.049442142,2.119557618,3.016537881,0.601675948,0.535388331,0.61642601,21,9,0.9795
S8C,23,-24.95,-48.23,Streams,2019,2019,Cananeia,3.50105707,159.9613381,9.237497151,137.8778155,850.9484445,0,24.3128127,35,131,3.742857143,0.106938776,0.035821108,0.037987806,2.258566067,3.748064386,0.652869541,0.626028086,0.675704715,28,14,0.9738
Alford lake,21.85,44.26,-74.04,Lakes,1984,1984,Adirondack lakes,16240921.14,1084.816106,99.98972954,984.8263761,5.99E-06,3.34E-06,2.53E-06,52,151,2.903846154,0.055843195,0.045340268,0.018925854,1.606166774,2.92,0.167684168,0.455152288,0.520017185,26,4,0.998
Balsam lake,22.2,43.62833333,-74.79722222,Lakes,1984,1984,Adirondack lakes,336685660.8,312.7581627,11.47399416,301.2841685,7.33E-06,3.50E-06,3.66E-06,44,205,4.659090909,0.10588843,0.038824548,0.012445226,1.581487956,3,0.545203235,0.685166266,0.726014491,16,9,0.9484
Beaver lake,18.775,43.65111111,-74.75222222,Lakes,1984,1984,Adirondack lakes,311433084,336.81893,10.79163087,326.0272992,1.49E-05,6.90E-06,7.73E-06,54,234,4.333333333,0.080246914,0.033598366,0.010981969,1.663219713,3.854361598,0.661374745,0.579410131,0.713254156,19,12,0.9998
Big hope lake,18.17142857,44.51194444,-71.125,Lakes,1984,1984,Adirondack lakes,400192163.1,183.298895,8.187078722,175.1118163,9.26E-06,5.27E-06,3.83E-06,58,280,4.827586207,0.083234245,0.029580686,0.012589421,1.777814765,4.060397165,0.694794638,0.442649919,0.638712452,25,13,0.9982
Brandy lake,19.9,44.28472222,-74.35944444,Lakes,1984,1984,Adirondack lakes,2718404.939,200.225714,0.921331387,199.3043826,1.20E-06,9.36E-07,2.23E-07,27,94,3.481481481,0.128943759,0.069282282,0.028048749,1.919914051,3.103882693,0.199470824,0.389159171,0.482071898,19,4,0.8953
Bridge brook lake,17.23333333,44.1625,-74.56972222,Lakes,1984,1984,Adirondack lakes,333281809.2,390.0578754,55.94771975,334.1101556,1.56E-05,7.46E-06,7.89E-06,73,509,6.97260274,0.095515106,0.023243524,0.007706818,1.640557256,3.73069234,0.391045472,0.652933458,0.685399841,14,11,0.9992
