"FW_name","species","biomass","units","bodymass","abundance","species_type","metabolic_type","taxonomic_level","movement_type","losses","efficiencies"
"Mill Stream","Polycentropus kingi",0.0122394195136,"dry g.m2",0.003824818598,3.2,"animal","ectotherm invertebrate","species","walking",9.21223320809448e-07,0.88459897241344
"Mill Stream","Rhithrogena semicolorata",0.0012827583104,"dry g.m2",0.000801723944,1.6,"animal","ectotherm invertebrate","species","walking",1.51893390503223e-07,0.88459897241344
"Mill Stream","Rhoicosphenia abbreviata",54.963,"dry g.m2",1.97e-10,2.79e+11,"plant","plant","species","sessile",NA,0.487432933611077
"Mill Stream","Rutilus rutilus",0.14115400282308,"dry g.m2",8.46924,0.016666667,"animal","ectotherm vertebrate","species","swimming",0.000278401208766918,0.88459897241344
"Mill Stream","Salmo trutta",0.0153333341,"dry g.m2",2.3,0.006666667,"animal","ectotherm vertebrate","species","swimming",0.00176542109022537,0.88459897241344
"Mill Stream","Sericostoma personatum",0.013573053704,"dry g.m2",0.001211879795,11.2,"animal","ectotherm invertebrate","species","walking",1.42572428315662e-06,0.88459897241344
"Mill Stream","Serratella ignita",0.03564999984,"dry g.m2",0.000445624998,80,"animal","ectotherm invertebrate","species","walking",5.00517897165064e-06,0.88459897241344
"Mill Stream","Silo pallipes",0.0017046201328,"dry g.m2",0.001065387583,1.6,"animal","ectotherm invertebrate","species","walking",1.85871005230908e-07,0.88459897241344
"Mill Stream","Simuliidae",0.000587057376,"dry g.m2",0.00012230362,4.8,"animal","ectotherm invertebrate","family","walking",1.19918005281785e-07,0.88459897241344
"Mill Stream","Squalius cephalus",0.057849994215,"dry g.m2",17.355,0.003333333,"animal","ectotherm vertebrate","species","swimming",0.0004633327971416,0.88459897241344
"Mill Stream","Surirella ovalis",1051.56,"dry g.m2",4.14e-09,2.54e+11,"plant","plant","species","sessile",NA,0.487432933611077
"Mill Stream","Tabellaria flocculosa",1163.9,"dry g.m2",1.03e-09,1.13e+12,"plant","plant","species","sessile",NA,0.487432933611077
"Mill Stream","Tanypodinae",0.0388386471792,"dry g.m2",0.000735580439,52.8,"animal","ectotherm invertebrate","subfamily","walking",4.71522685093979e-06,0.88459897241344
"Mill Stream","Theodoxus fluviatilis",0.1388139832768,"dry g.m2",0.001668437299,83.2,"animal","ectotherm invertebrate","species","walking",1.32899882054276e-05,0.88459897241344
"Mill Stream","Thymallus thymallus",0.2529999747,"dry g.m2",75.9,0.003333333,"animal","ectotherm vertebrate","species","swimming",0.0237763798388677,0.88459897241344
"Mill Stream","Tipulidae",0.0023634410976,"dry g.m2",0.000738575343,3.2,"animal","ectotherm invertebrate","family","walking",2.86596931953004e-07,0.88459897241344
